"REMARKS","RUNWAY","DIRECTION","AIRPORT","dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","RWYLOCATION","UASLOCATION","DATASET"
"Reported a red quad-copter UAS 2 feet in diameter 200 feet below the aircraft altitude of 3,000 feet while on a 10 NM final to runway 16 at Lackland AFB. No evasive action taken. San Antonio PD notified at7. ","['rwy 16 ']","[]","[]","1/10/2018","5:06","2018-01-10T05:06Z","ALAMO03","NCRCC","UAS",NA,"SAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAT","EXCEPTION"
"A pedestrian reported observing a UAS hovering 100 to 200 feet off of the ground in the vicinity of 19th Ave, near the fence are off of the departure end of Runway 25L at Deer Valley Airport. Unknown if LEO notification was made. ","['rwy 25l']","[]","[]","1/11/2018","6:58","2018-01-11T06:58Z",NA,"DEN","UAS",NA,"PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHX","EXCEPTION"
"Observed a large UAS 50 feet off the left side of the aircraft at the same altitude, stationary or moving slowly in the same direction while Sbound at 2,400 feet on a 4.7 NM final to runway 17C. No evasive action taken. Vance AFB Security Force Operations notified at.","['rwy 17c']","[]","[]","1/12/2018","0:29","2018-01-12T00:29Z","BALL56","NCRCC","UAS",NA,"END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"END","EXCEPTION"
"Reported a UAS 200 feet above the aircraft and off the right side while WNW bound at 1,000 feet on a 1.5 NM final to runway 30. No evasive action taken. Miami Dade PD notified at.","['rwy 30 ']","[]","[]","1/13/2018","3:01","2018-01-13T03:01Z","UAL1237","NCRCC","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIA","EXCEPTION"
"While at 1,000 feet on a 3 NM final to runway 24, reported a UAS on the right at the same altitude. No evasive action taken. Port Authority PD notified at.","['rwy 24']","[]","[]","1/18/2018","2:36","2018-01-18T02:36Z","EDV3664","NCRCC","UAS",NA,"RSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSW","EXCEPTION"
"Reported a UAS with a red light on top while on left base for runway 8 at 800 - 900 feet 1 SW of Pensacola. No evasive action taken. No LE notification made.","['rwy 8 ']","[]","[]","1/20/2018","2:06","2018-01-20T02:06Z","N0887L","NCRCC","UAS",NA,"P31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P31","EXCEPTION"
"Reported a UAS of unknown size and color approximately150 feet above the ground while conducting right closed traffic to runway 13R at RHV. No evasive action taken. LE notification not reported.","['rwy 13r']","[]","['13R', 'RHV']","1/26/2018","0:51","2018-01-26T00:51Z","N4927B","NCRCC","UAS",NA,"RHV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RHV","EXCEPTION"
"Reported 2 UAS operating off the departure end of runway 21 at the shoreline. No description of the UAS or altitude reported. No evasive action reported. Santa Monica Police notified on frequency. ","['rwy 21 ']","[]","[]","1/31/2018","21:56","2018-01-31T21:56Z","N683WA","NCRCC","UAS",NA,"SMO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMO","EXCEPTION"
"Reported a UAS, size and color not reported, at 4,000 feet while turning final to runway 20 at Richmond. No evasive action taken. Hanover County Police notified at.","['rwy 20 ']","[]","[]","2/1/2018","1:29","2018-02-01T01:29Z","N80FW","NCRCC","UAS",NA,"PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PCT","EXCEPTION"
"Reported a UAS at the same altitude of 600 feeton the left side of the aircraft on a 4 NM final to runway 12. No evasive action taken. Martin County Sheriff notified at.","['rwy 12 ']","[]","[]","2/1/2018","21:59","2018-02-01T21:59Z","EJA374","NCRCC","UAS",NA,"PBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PBI","EXCEPTION"
"Reported a sliver quad-copter off the left wing while on final to runway 25L. No evasive action reported. LAX Airport Authority notified at.","['rwy 25l']","[]","['LAX']","2/4/2018","22:25","2018-02-04T22:25Z","CPA2091","NCRCC","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAX","EXCEPTION"
"Reported a UAS 50 feet below while on final to runway27 at 200 feet. No evasive action taken. LE notification not reported.","['rwy27 ']","[]","[]","2/5/2018","19:43","2018-02-05T19:43Z","GTI34","NCRCC","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIA","EXCEPTION"
"While the aircraft wasE bound at 1,100 feet, reported a flying candle type UAS with red and orange lights off the right side of the aircraft at 500 feet AGL justS of therunway 8 centerline at BUR. No evasive action reported and the aircraft landed without incident. ATCT personnel also observed the UAS from the tower but lost sight of it while working traffic. LAPD Air Support Division notified at. Police10, helo,was in the area andwas notified on frequency and searched for the UAS without success. 0600 HQ DEN followed up with LAPD Air Division and they stated that they were unable to locate the UAS or operator(s) but they are following up on some leads form the day before.","['rwy 8 c']","[]","['BUR', 'TCT', 'DEN']","2/14/2018","10:52","2018-02-14T10:52Z","SWA645","NCRCC","UAS",NA,"BUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUR","EXCEPTION"
"Reported a UAS off the left wing while on final to runway 10R at FL at 1,500 feet. No evasive action reported. LE notified but no contact number provided.","['rwy 10r']","[]","[]","2/18/2018","1:11","2018-02-18T01:11Z","DPJ47","NCRCC","UAS",NA,"FLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLL","EXCEPTION"
"The aircraft was instructed to enter left traffic to runway 31L at RHV. When the aircraft was mid-field left downwind the PIC reported a UAS off the right side within 100 feet of the aircraft at 1,400 feet. No description of the UAS provided. The PIC reported a NM AC with the UAS and had to take evasive action to avoid the UAS. San Jose PD notified at. Information received by the WOCfrom a DRAthrough the ROC. ","['rwy 31l']","[]","['RHV', 'ROC']","2/18/2018","6:09","2018-02-18T06:09Z","N3180W","NCRCC","UAS","PAGED","RHV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RHV","EXCEPTION"
"Reported a white UAS at the same altitude while on right base to runway 24 at PNE. No evasive action taken. LE notified but no contact number supplied.","['rwy 24 ']","[]","['PNE']","2/21/2018","0:55","2018-02-21T00:55Z","N6NY","NCRCC","UAS",NA,"PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHL","EXCEPTION"
"Aircraft reportedan 18 - 24 inchUAS from the left side 100 FT below Aircraft while onfinal For Rwy 24R at 400 FT. No evasive action taken. Cleveland PD notified at.","['rwy24r']","[]","['24R']","2/26/2018","1:41","2018-02-26T01:41Z","UAL1809","DEN","UAS",NA,"CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLE","EXCEPTION"
"HIF, Hill AFB Security Forces advised Hill AFB ATCT of a UAS in the vicinity of base housing at 250 feet, moving towards the RWY. No aircraft were involved. ","[]","[]","['HIF', 'TCT']","3/24/2018","10:51","2018-03-24T10:51Z",NA,"DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOC","EXCEPTION"
"Observed a UAS at 200 feet hovering between Runway 22L and 22R. No evasive action taken. NY Police Aviation Unit notified at.","['rwy 22l']","[]","[]","3/29/2018","1:57","2018-03-29T01:57Z","AAL292","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N90","EXCEPTION"
"While on a 2 NM final for Runway 24, reported a light colored UAS off left side at 800 feet. No evasive action taken. Jefferson County Sheriff notified.","['rwy 24']","[]","[]","3/30/2018","4:36","2018-03-30T04:36Z","N525BP","DEN","UAS",NA,"BHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BHM","EXCEPTION"
"Reported a UAS off the right wing at 2,600 feet while being vectored for ILS Runway 15. No evasive action reported. UNKN if LEO notified","['rwy 15 ']","[]","['UNK']","3/30/2018","4:44","2018-03-30T04:44Z","PAT008","DEN","UAS",NA,"BTV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BTV","EXCEPTION"
"2200: Reported a white UAS with steady white lights pass below the aircraft at 1,600 feetafter departing runway 14 at OKV (approximately DCA299055). No evasive action reported. Frederick County Sheriff notified at.0039 CLOSEOUT: A Frederick County Sheriff's Deputy responded, checked the area and nothing was found. NFA.","['rwy 14 ']","[]","['OKV', 'DCA']","4/22/2018","4:07","2018-04-22T04:07Z","N456CS","NCRCC","UAS","PAGED","PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PCT","EXCEPTION"
"DCA-2: DCA134009 (2 NM final to runway 1L), reported a white UAS 100 feet off the right side, Ebound at 600 feet. No evasive action reported. MD State Police notified at. ADW to file MOR. ","['rwy 1l']","[]","['DCA', 'DCA', 'ADW', 'MOR']","6/1/2018","22:14","2018-06-01T22:14Z","VENUS94","NCRCC","TOI-NCR FRZ","MOR, PAGED, TOI, UAS","ADW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADW","EXCEPTION"
"UAS reported 3SE of BWI at 500 feet while landing runway 33R at BWI. LEO's contacted pending. Location approximately BWI2:BWI ATCT reports Ann Arundel PD notified at. ","['rwy 33r']","[]","['BWI', '33R', 'BWI', 'BWI', 'BWI', 'TCT']","7/4/2018","21:00","2018-07-04T21:00Z","N625LR","NCRCC","UAS",NA,"BWI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BWI","EXCEPTION"
"Cyril E King ARPT ATCT advised Virgin Island Port Authority (VIPA) found a UAS on the edge of runway adjacent TWY C during their RWY/TWY check. UAS was confiscated and turned over to FBI and VIPA PD. No registration record found for UAS. No impact to operations. ","[]","[]","['TCT']","7/7/2018","0:01","2018-07-07T00:01Z",NA,"DEN","UAS","NOTIFICATION-LATE, PAGED","STT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STT","EXCEPTION"
"PIC reported UAS at 500FT S of RWY during departure. Evasive action not reported. LEO notification not reported.","[]","[]","['00F']","7/18/2018","2:03","2018-07-18T02:03Z","N4727D","DEN","UAS",NA,"VNY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VNY","EXCEPTION"
"ATC advised that an SR-22 PIC reported a metallic UAS while in the run-up area of runway 35. UAS was adjacent Airport fence in vicinity of Keil Rd at 200 feet. No evasive action reported. Aurora PD notified at.","['rwy 35 ']","[]","[]","7/29/2018","4:28","2018-07-29T04:28Z",NA,"DEN","UAS",NA,"UAO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UAO","EXCEPTION"
"Reported a Black 5 blade UAS while WSW bound at 2,800 feet from the 12 o'clock position while on a 9 NM final to LAX runway 24R. No evasive action was taken. LEO notification was not reported. DEN contacted LAX, ATCT reported thatairport authority already knew of event and LE was not contacted due to late report by aircrewand no other aircraft were impacted.","['rwy 24r']","[]","['LAX', '24R', 'DEN', 'LAX', 'TCT']","8/21/2018","7:51","2018-08-21T07:51Z","EIN1AK","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAX","EXCEPTION"
"Passenger in terminal reported a UAS between the runways at street level. Lights were observed but no sounds. No Aircraft in VCNTY. RWY FOD checks conducted with negative findings.","[]","[]","['FOD']","8/21/2018","15:09","2018-08-21T15:09Z",NA,"DEN","UAS",NA,"ZAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZAN","EXCEPTION"
"Reported a UAS on the right side of aircraft while on downwind for Runway 9L to Miami Executive Airport at unknown altitude. No evasive action taken. LEO notification not reported.","['rwy 9l']","[]","[]","8/29/2018","22:50","2018-08-29T22:50Z","N991BJ","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIA","EXCEPTION"
"The flight encountered a UAS at 1,500 feet landing runway 20 at RIC.No evasive action taken.PCT is contacting local law enforcement.1602:PCT contacted Hanover county Sheriff at. ","['rwy 20 ']","[]","['RIC']","9/25/2018","20:41","2018-09-25T20:41Z","JBU1081","NCRCC","UAS",NA,"PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PCT","EXCEPTION"
"Reported UAS 100 feet off left wing at the same altitude, 7300 feet, on a 4 mi final to runway 35R, Centennial. No evasive action reported. Douglas County Sheriff notified at.","['rwy 35r']","[]","[]","10/4/2018","8:11","2018-10-04T08:11Z","N322GC","DEN","UAS",NA,"APA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"APA","EXCEPTION"
"Reported a UAS while SW bound at 5,000 feet on a 15 NM final to Runway 21. No evasive action taken. Detroit PD notified at.","['rwy 21 ']","[]","[]","10/10/2018","1:32","2018-10-10T01:32Z","EDV5146","DEN","UAS",NA,"D21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D21","EXCEPTION"
"Aircraft departed Runway 21 and reported seeing a UAS passing below the aircraft at 500 feet. No evasive action was reported. LEO not notified.","['rwy 21 ']","[]","[]","11/22/2018","6:38","2018-11-22T06:38Z","N32169","CONR","UAS",NA,"SMO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMO","EXCEPTION"
"Aircraft advised Tucson Approach thetermination of a practice approach at Benson Airport (E95) due to a UAS operating over the RWY at pattern altitude. No description of UAS given. LEO notification unknown. ","[]","[]","['E95']","12/7/2018","0:57","2018-12-07T00:57Z","N4768E","DEN","UAS",NA,"U90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U90","EXCEPTION"
"While at Vancouver, BC, Canada reported a UAS near the threshold of Runway 8R while holding short prior to departure. The crew stated that the UAS passed 50 feet in front of the aircraft. No known operational impact. ","['rwy 8r']","[]","[]","1/3/2019","10:22","2019-01-03T10:22Z","UAL595","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOC","EXCEPTION"
"Reported a black medium sized UAS off right side while N bound at 400 feet on a 1 NM final to Runway 36 No evasive action taken. Pinellas County Sheriff notified on frequency. Sheriff's helicopter did not locate UAS.","['rwy 36 ']","[]","[]","1/6/2019","23:50","2019-01-06T23:50Z","AAY845","DEN","UAS",NA,"PIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIE","EXCEPTION"
"Reported a UAS at 400 feet while on short final to Runway 24 at ARB. UAS description not provided. No evasive action taken. Pittsfield PD notified at.","['rwy 24 ']","[]","['ARB']","1/7/2019","1:59","2019-01-07T01:59Z","N9608K","DEN","UAS",NA,"ARB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARB","EXCEPTION"
"PIC reported a white UAS moving E to W at approximately 2,000 feet while on 6 NM final to runway 19C. No evasive action reported. Louden County Sheriff notified at.","['rwy 19c']","[]","[]","2/16/2019","1:54","2019-02-16T01:54Z","DLH418","NCRCC","UAS",NA,"IAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAD","EXCEPTION"
"Reported an orange, red and black UAS off the left side while W bound at 1,800 feet 5 NM final to Runway28. No evasive action taken. LEO notification not reported.","['rwy28 ']","[]","[]","2/24/2019","22:49","2019-02-24T22:49Z","COBALT818","DEN","UAS",NA,"SAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAV","EXCEPTION"
"Reported a UAS off right wing at same altitude 2,200 feet while on an 8 NM final to Runway 10L at FLL. No evasive action taken. Broward County Sheriff notified at. ","['rwy 10l']","[]","['FLL']","3/9/2019","20:59","2019-03-09T20:59Z","SWA4911","DEN","UAS",NA,"FLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLL","EXCEPTION"
"Reported a green UAS 200 feet above aircraft while on a 3 NM final to Runway 26L at 2,500 feet. No evasive action taken. LAS PD notified at.","['rwy 26l']","[]","['LAS']","3/10/2019","11:07","2019-03-10T11:07Z","ROU1857","DEN","UAS",NA,"LAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAS","EXCEPTION"
"Reported a small black UAS 300 feet above off left wing while NW bound at 2300 feet on 6 NM final runway 30. No evasive action taken. STL PD notified at. ","['rwy 30 ']","[]","['STL']","3/31/2019","23:30","2019-03-31T23:30Z","KAP1081","DEN","UAS",NA,"STL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL","EXCEPTION"
"Reported a dark colored UAS pass 50 feet off the left wing while descending through 3,000 feet on a 6 NM final for Runway 27. No evasive action taken. San Diego PD notified at.","['rwy 27 ']","[]","[]","4/8/2019","6:52","2019-04-08T06:52Z","BAW44N","DEN","UAS",NA,"SAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAN","EXCEPTION"
"Reported a white UAS at 1,700 feet while on final approach to Runway 18. No evasive action taken. Horry County PD notified.","['rwy 18 ']","[]","[]","5/20/2019","23:03","2019-05-20T23:03Z","AAL408","DEN","UAS",NA,"MYR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MYR","EXCEPTION"
"Reported a UAS at 300 feet on final to Runway 35. No evasive action taken. Kent County Sheriff notified at.","['rwy 35 ']","[]","[]","5/23/2019","19:37","2019-05-23T19:37Z","N65TH","DEN","UAS",NA,"GRR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRR","EXCEPTION"
"Reported an orange UAS at 2,400 feet while on a 7 NM final to Runway 22L. No evasive action taken. PANYNJ PD notified at.","['rwy 22l']","['7 NM ']","['PAN']","5/28/2019","18:52","2019-05-28T18:52Z","UCA4934","DEN","UAS",NA,"EWR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EWR","EXCEPTION"
"Reported while on ILS approach to Runway15, observed a white UAS 200 feet off the left side at 1,500 feet. No evasive action taken. LEO not notified.","['rwy15']","[]","[]","6/4/2019","22:25","2019-06-04T22:25Z","TURTLE4","DEN","UAS","COD","CHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHS","EXCEPTION"
"Reported observing a large bundle of Mylar balloons blowing across theRWY at TWY E while on short final. Aircraft executed a missed approach and went aroundafter ASDE-X-ALERT activated. Aircraft landed without incident on the second approach.  ","[]","[]","['ASD']","7/5/2019","1:10","2019-07-05T01:10Z","DAL143","DEN","UAS",NA,"SEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEA","EXCEPTION"
"Reported a UAS with blue lights at 1,500 feet off the right side while on 4 NM final to runway 1R. No evasive action reported.Fairfax County PD notified at 703 691 2131.","['rwy 1r']","[]","[]","7/9/2019","6:36","2019-07-09T06:36Z","JIA5095","NCRCC","UAS",NA,"IAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAD","EXCEPTION"
"USSS detected Mavic Pro just S of runway 22L. Cross streets: Point Breeze Place and Mott Ave. 60 � 197 feet flying along the beach and over the water. 40.610.094, 73.771.399. Protective Intelligence (PI) Notified. Short duration flight. Operator not identified / UAS not located.  ","['rwy 22l']","[]","[]","9/24/2019","14:00","2019-09-24T14:00Z",NA,"JATOC","UAS","TOI-UAS-TFR","USSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USSS","EXCEPTION"
"At approximately 1000L the ATM was notified that there was an individual operating a UAS less than one NM from the runway. No manned aircraft were involved or interfered with during his operation. The pilot of the UAS was identified as Mr. Dave Scranton. His cell number is. Copied from MOR.","[]","[]","['ATM', 'MOR']","10/29/2019","14:00","2019-10-29T14:00Z",NA,"DEN","UAS",NA,"RME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RME","EXCEPTION"
"The pilot of ASH6022 originally reported a bird strike at approximately the DCA315020, which is N of Sterling, VA just W of the Trump National Golf course.   The aircraft was heading S at altitude 2,700 feet setting up for a landing on runway 19L.  No injuries or damage to aircraft were reported.  The strike occurred about 0025 Zulu and aircraft landed 0029 Zulu without incident.  The pilot reported a bird strike, but upon inspection of the aircraft on the ground, the crew could not locate any normal signs of a bird strike, such as blood, feathers or anything biological.  The crew upon reflection said the strike did not sound like a bird which is usually a soft thud, but it sounded more like a sharp crack like a baseball bat.   Because of the lack of biological evidence and the sharp sound of impact, the crew believes they hit a UAS.  Fairfax County PD is being notified of this incident.  0154:  The Washington Operations Center (WOC) called the FAA DEN position and told them Mesa Airlines (ASH) had a maintenance crew re examine the aircraft and the airline is now changing this incident to Bird Strike.  The airline did not pass to the FAA why they changed this report.  NFA. ","['rwy 19l']","[]","['ASH', 'DCA', 'DEN', 'ASH']","11/3/2019","1:07","2019-11-03T01:07Z","ASH6022","NCRCC","UAS",NA,"PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PCT","EXCEPTION"
"A citizen observed a UAS off the S end of Runway 18R. No aircraft were involved. Orange County Sheriff notified at 407-*893-3600.","['rwy 18r']","[]","[]","11/5/2019","17:49","2019-11-05T17:49Z",NA,"DEN","UAS",NA,"MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MCO","EXCEPTION"
"Military Police observed a UAS at the approach end of Runway 18. No impact to the operation. ","['rwy 18 ']","[]","[]","12/19/2019","4:25","2019-12-19T04:25Z",NA,"DEN","UAS",NA,"NZY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NZY","EXCEPTION"
"Airport PD observed a UAS hovering 80 feet over Terminal Concourse B, then went across all 3 runways and disappeared. AWO/MR notified.","[]","[]","['AWO']","2/26/2020","14:12","2020-02-26T14:12Z",NA,"DEN","UAS",NA,"RNO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNO","EXCEPTION"
"Airport Operation advised Air Traffic that a UAS has been detected on the E side of the airport. Air Traffic Operations have been suspended for Runways 10/28 and 1R/19L.. Airport Operations has dispatched vehicles to search the area. AWO/MR notified. 2245 TPA ATCT reports Airport Operations was unable to find the UAS or the Operators, Airport Operations normal. ","[]","[]","['AWO', 'TPA', 'TCT']","4/19/2020","22:18","2020-04-19T22:18Z",NA,"DEN","UAS",NA,"TPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPA","EXCEPTION"
"DCA-1: PIC reported a quad-copter UAS, white and/or silver, 1 - 1.5 feet in diameter on 2 NM final to runway 1 at DCA (DCA180002). The UAS was at the 1 o'clock position and moving SW bound at approximately 200 feet and passed behind and below the aircraft. The aircraft was at 600 feet. No evasive action taken. DC Metro Harbor PD notified at. DCA will complete a MOR. MX notified.","['rwy 1 ']","[]","['DCA', 'DCA', 'DCA', 'DCA', 'MOR']","5/12/2020","19:22","2020-05-12T19:22Z","AAL1290","NCRCC","TOI-NCR FRZ","LAW ENFORCEMENT, UAS","DCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DCA","EXCEPTION"
"Via MOR, aircraft observed a UAS while on a 2 NM final for Runway 28R at 1,100 feet. No evasive action was taken. Hayward PD notified at.","['rwy 28r']","['2 NM ']","['MOR']","6/1/2020","1:09","2020-06-01T01:09Z","N99JY","DEN","UAS",NA,"HWD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HWD","EXCEPTION"
"While conducting a routine runway sweep, an Airport Operations Vehicle discovered a UAS on Runway 2. ATC reports no impact on airport operations. New Haven PD notified at. PD confiscated the UAS.","['rwy 2  ']","[]","[]","4/4/2021","22:34","2021-04-04T22:34Z",NA,"DEN","UAS",NA,"HVN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HVN","EXCEPTION"
"A Flight Instructor walking on the ramp observed a UAS fly over the Runway. The individual flying the UAS was identified by Airport Operations and had a waiver issued by the FAA to operate but failed to notified ATC prior to operating the UAS. Airport operations were not impacted.","[]","[]","[]","4/17/2021","18:42","2021-04-17T18:42Z",NA,"DEN","UAS",NA,"RAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAL","EXCEPTION"
"2155 EDT / 0155 UTC 8/23/2021
Chicago OHare (ORD) ATCT/Chicago TRACON (C90)  Sunday, August 22, 2021 at 6:25 p.m. CDT:  (Envoy) ENY3961/E170 departed the ORD Airport on Runway 9C and collided with a Unmanned Aerial Vehicle (UAV) approximately 1 NM from the departure end.  ENY3961 declared an emergency, returned to the ORD Airport, and landed without incident.  (JetBlue) JBU2112/E170, a prior departure from Runway 9C, had reported to ORD ATCT they had observed an UAV on departure.  In a post event aircraft inspection, it was reported that drone materials were found in the aircraft engine.  ATC services were provided by ORD and C90.
An SRT will be conducted on Monday, August 23, 2021, at a time to be determined.
","['rwy 9c', 'rwy 9c']","[]","['ORD', 'TCT', 'RAC', 'NY39', 'ORD', 'NY39', 'ORD', 'ORD', 'TCT', 'ORD']","8/23/2021","1:51","2021-08-23T01:51Z",NA,"JATOC","UAS",NA,"ORD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORD","EXCEPTION"
"MA State PD observed a UAS over the airport at multiple altitudes on Runway 15R final. Airport configuration was changed to land Runway 27. MA State PD responding to area. 0056 MA State PD has secured the UAS and has the user in custody. CT/AWO notified. Airport Ops resume normal. 0117 UPDATE: 5 aircraft pulled off the final. AWO notified.","['rwy 15r', 'rwy 27 ']","[]","['AWO', 'AWO']","8/26/2021","0:47","2021-08-26T00:47Z",NA,"DEN","UAS",NA,"BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS","EXCEPTION"
